-BEGIN HEADER-,,,,,,,,,
NASA/POWER Source Native Resolution Hourly Data ,,,,,,,,,
Dates (month/day/year): 10/01/2019 through 10/01/2025 in LST,,,,,,,,,
Location: Latitude  41.3981   Longitude 2.1538 ,,,,,,,,,
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 302.35 meters,,,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,,,
Parameter(s): ,,,,,,,,,
T2M                   MERRA-2 Temperature at 2 Meters (C) ,,,,,,,,,
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) ,,,,,,,,,
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) ,,,,,,,,,
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (W m-2) ,,,,,,,,,
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/hour) ,,,,,,,,,
T2MWET                MERRA-2 Wet Bulb Temperature at 2 Meters (C) ,,,,,,,,,
-END HEADER-,,,,,,,,,
YEAR,MO,DY,HR,T2M,RH2M,WS10M,ALLSKY_SFC_SW_DWN,PRECTOTCORR,T2MWET
2019,10,19,1,16.79,87.5,1.65,0,0.22,15.64
2019,10,19,2,16.9,90.47,1.65,0,0.34,16.03
2019,10,19,3,16.56,96.11,1.92,0,0.42,16.18
2019,10,19,4,16.32,100,2,0,0.5,16.32
2019,10,19,5,16.3,100,2.2,0,0.5,16.43
2019,10,19,6,16.17,100,2.51,24.67,0.58,16.41
2019,10,19,7,17.97,93.4,2.77,150.82,0.79,17.42
2019,10,19,8,19.92,80.76,3.73,298.55,0.72,18.21
2019,10,19,9,21.51,68.63,4.24,453.62,0.62,18.48
2019,10,19,10,22.61,62.63,4.88,503.98,0.6,18.84
2019,10,19,11,23.26,60.01,5.63,550.47,0.44,19.13
2019,10,19,12,23.56,58.57,6.36,446.52,0.29,19.23
2019,10,19,13,23.42,58.55,6.8,421.85,0.13,19.08
2019,10,19,14,23.08,59.58,6.98,311.05,0.05,18.89
2019,10,19,15,22.48,61.15,6.85,171.95,0.05,18.51
2019,10,19,16,21.25,66.04,5.78,39.58,0.02,17.92
2019,10,19,17,18.59,81,3.75,0,0.01,16.9
2019,10,19,18,17.37,92.54,3.49,0,0.01,16.75
2019,10,19,19,16.78,100,3.51,0,0.21,16.83
2019,10,19,20,16.55,100,3.49,0,0.61,16.92
2019,10,19,21,16.86,100,3.42,0,0.92,17.15
2019,10,19,22,16.95,100,3.46,0,1.19,17.2
2019,10,19,23,17.07,100,3.58,0,1.71,17.18
2019,10,20,0,17.13,100,3.74,0,2.82,17.19
2019,10,20,1,17.36,99.47,4.01,0,3.81,17.32
2019,10,20,2,17.71,98.07,4.19,0,4.88,17.56
2019,10,20,3,18.1,96.39,4.72,0,6.6,17.82
2019,10,20,4,18.33,94.99,5.2,0,7.87,17.93
2019,10,20,5,18.31,94.52,5.27,0,6.86,17.87
2019,10,20,6,18.01,95.52,4.64,15.75,5.1,17.65
2019,10,20,7,18.83,93.55,4.97,115.85,4.19,18.31
2019,10,20,8,19.78,87.35,5.94,231.93,2.82,18.71
2019,10,20,9,20.87,76.21,6.55,345.98,2.02,18.7
2019,10,20,10,21.79,65.96,6.72,433.38,2.06,18.46
2019,10,20,11,22.12,60.89,6.64,434.62,1.87,18.16
2019,10,20,12,22.17,57.63,6.28,372.73,2.32,17.79
2019,10,20,13,21.63,56.59,6,292.6,3.56,17.12
2019,10,20,14,19.89,60.65,6.19,201.98,2.93,15.96
2019,10,20,15,18.53,62.65,5.35,118.2,0.6,14.9
2019,10,20,16,17.8,63.27,3.59,28.02,0.05,14.26
2019,10,20,17,16.61,71.38,2.19,0,0.01,14.01
2019,10,20,18,16.01,69.62,2.16,0,0,13.23
2019,10,20,19,15.68,69.14,2.34,0,0,12.86
2019,10,20,20,15.58,67.97,2.27,0,0,12.62
2019,10,20,21,15.65,66.64,1.47,0,0,12.54
2019,10,20,22,14.7,70.3,0.46,0,0,12.02
2019,10,20,23,13.82,73.15,0.46,0,0,11.45
2019,10,21,0,13.47,72.94,0.96,0,0,11.08
2019,10,21,1,13.36,71.65,1.38,0,0,10.84
2019,10,21,2,13.3,71.13,1.73,0,0,10.73
2019,10,21,3,13.63,70.93,1.9,0,0,11.04
2019,10,21,4,13.78,72.14,2.05,0,0,11.32
2019,10,21,5,13.84,74.65,2.29,0,0.01,11.62
2019,10,21,6,13.83,78.19,2.96,9.57,0.01,11.96
2019,10,21,7,14.57,77.32,4.14,47.5,0,12.61
2019,10,21,8,15.44,74.08,4.48,78.72,0.13,13.15
2019,10,21,9,17.11,65.84,4.6,107.05,1.35,13.9
2019,10,21,10,17.84,60.79,3.99,105.68,0.49,14.01
2019,10,21,11,18.7,56,3.49,121.1,0.72,14.22
2019,10,21,12,18.53,55.49,2.89,162.7,2.54,13.99
2019,10,21,13,17.59,60.35,3.39,153.62,1.9,13.7
2019,10,21,14,16.89,65.75,4.13,113.2,0.78,13.67
2019,10,21,15,16.96,65.8,4.46,71.82,0.31,13.74
2019,10,21,16,16.17,69.58,3.35,18.98,0.05,13.39
2019,10,21,17,14.78,77.21,2.54,0,0.01,12.82
2019,10,21,18,14.34,78.69,2.52,0,0.08,12.52
2019,10,21,19,14.15,79.39,2.35,0,1.63,12.4
2019,10,21,20,13.92,81.36,2.3,0,6.39,12.35
2019,10,21,21,13.42,85.94,2.88,0,9.76,12.26
2019,10,21,22,12.93,89.95,2.55,0,11.01,12.12
2019,10,21,23,12.48,91.91,1.97,0,15.74,11.83
2019,10,22,0,12.25,92.94,3.01,0,24.58,11.69
2019,10,22,1,12.17,93.05,3.51,0,39.37,11.61
2019,10,22,2,11.97,94.23,3.57,0,52.59,11.49
2019,10,22,3,11.94,94.15,3.86,0,53.33,11.46
2019,10,22,4,11.85,93.7,4.56,0,46.82,11.33
2019,10,22,5,11.85,91.85,5.95,0,31.19,11.17
2019,10,22,6,11.76,90.14,7.23,10.1,29.1,10.93
2019,10,22,7,11.8,87.91,8.22,72.72,41.05,10.77
2019,10,22,8,12.8,84.03,9.77,158.7,25.52,11.42
2019,10,22,9,14.56,83.1,11.7,253.57,9.17,13.07
2019,10,22,10,15.81,88.18,12.3,304.67,6.81,14.76
2019,10,22,11,17,91.34,12.48,202.6,8.44,16.23
2019,10,22,12,17.95,92.02,12.05,117.3,17.82,17.26
2019,10,22,13,18.5,93.37,10.96,82.93,29.02,17.94
2019,10,22,14,18.75,94.86,9.76,144.3,35.19,18.32
2019,10,22,15,18.75,96.06,8.39,57.33,30.11,18.42
2019,10,22,16,18.73,96.58,7.46,15.62,25.72,18.44
2019,10,22,17,18.51,97.87,6.84,0,20.72,18.34
2019,10,22,18,18.51,97.3,7.76,0,24.58,18.3
2019,10,22,19,18.52,97.19,8.3,0,21.46,18.3
2019,10,22,20,18.69,96.75,8.72,0,25.67,18.43
2019,10,22,21,18.73,96.31,8.99,0,32.25,18.42
2019,10,22,22,18.59,96.25,9.93,0,57.08,18.29
2019,10,22,23,18.32,96.65,10.15,0,135.87,18.05
2019,10,23,0,18.04,97.15,8.09,0,195.61,17.8
2019,10,23,1,17.81,97.48,5.69,0,119.44,17.61
2019,10,23,2,17.42,96.66,2.61,0,123.68,17.16
2019,10,23,3,16.61,95.96,2.07,0,183.17,16.29
2019,10,23,4,15.84,94.27,4.77,0,183.99,15.37
2019,10,23,5,14.33,92.6,5.95,0,129.12,13.74
2019,10,23,6,13.14,90.44,5.01,3.7,42.08,12.37
2019,10,23,7,13.03,87.84,3.96,58.08,3.29,12.03
2019,10,23,8,13.62,82.28,2.85,130.52,0.37,12.13
2019,10,23,9,14.43,77.73,1.66,167.7,0.31,12.51
2019,10,23,10,15.99,69.73,1.64,182.32,0.67,13.23
2019,10,23,11,17.3,63.84,3.51,337.15,1.54,13.85
2019,10,23,12,18.11,60.04,4.39,426.65,2.48,14.17
2019,10,23,13,18.22,58.86,4.91,340.77,2.95,14.11
2019,10,23,14,17.72,60.96,5.11,243.98,2.73,13.88
2019,10,23,15,16.95,65.3,5.16,132.35,1.79,13.66
2019,10,23,16,15.73,74.16,4.29,26.55,1.48,13.43
2019,10,23,17,13.98,84.92,3.55,0,1.7,12.74
2019,10,23,18,14.08,84.92,3.75,0,3.03,12.85
2019,10,23,19,14.07,84.17,3.94,0,2.44,12.77
2019,10,23,20,13.74,84.04,4.05,0,2.82,12.42
2019,10,23,21,12.88,85.55,4.02,0,2.5,11.7
2019,10,23,22,12.42,86.99,3.71,0,1.19,11.36
2019,10,23,23,12.19,87.04,3.42,0,0.39,11.14
2019,10,24,0,12.2,85.49,2.98,0,0.4,11.02
2019,10,24,1,12.22,83.66,2.13,0,0.4,10.88
2019,10,24,2,11.54,84.99,1.63,0,0.66,10.32
2019,10,24,3,10.56,87.3,1.79,0,0.47,9.55
2019,10,24,4,10.12,87.41,2,0,0.66,9.12
2019,10,24,5,9.82,87.43,2.14,0,0.62,8.83
2019,10,24,6,9.51,88.42,2.26,18.3,0.56,8.6
2019,10,24,7,11.32,84.8,2.55,149.2,0.56,10.08
2019,10,24,8,13,78.68,2.88,309.3,0.99,11.2
2019,10,24,9,15.47,67.36,3.45,449.8,0.31,12.44
2019,10,24,10,17.09,57.89,4.54,550.33,0.07,12.88
2019,10,24,11,18.11,52.4,4.72,557.45,0.01,13.12
2019,10,24,12,18.91,48.89,4.73,560.88,0,13.38
2019,10,24,13,19.36,47.18,4.62,461.12,0,13.55
2019,10,24,14,19.33,47.28,4.49,321.7,0,13.55
2019,10,24,15,18.84,49.56,3.93,165.27,0,13.42
2019,10,24,16,16.89,66.94,2.57,27.88,0,13.8
2019,10,24,17,14.56,75.07,2.62,0,0,12.38
2019,10,24,18,14.2,75.47,2.39,0,0,12.05
2019,10,24,19,13.91,75.59,2.14,0,0,11.77
2019,10,24,20,13.34,77.37,2.14,0,0.01,11.36
2019,10,24,21,12.76,79.56,2.32,0,0.04,10.98
2019,10,24,22,12.44,80.3,2.39,0,0.05,10.71
2019,10,24,23,12.28,80.18,2.36,0,0.05,10.54
2019,10,25,0,12.07,80.31,2.32,0,0.05,10.34
2019,10,25,1,11.73,81.24,2.41,0,0.04,10.07
2019,10,25,2,11.34,82.2,2.56,0,0.04,9.75
2019,10,25,3,10.8,83.51,2.83,0,0.04,9.3
2019,10,25,4,9.99,85.74,3.22,0,0.03,8.69
2019,10,25,5,9.22,87.35,3.55,0,0.02,8.04
2019,10,25,6,8.83,85.13,3.65,18.9,0.01,7.49
2019,10,25,7,11.21,76.05,3.19,154.5,0.01,9.11
2019,10,25,8,13.91,59.56,3,321.45,0.01,9.95
2019,10,25,9,16.72,49.16,1.51,470.2,0,11.24
2019,10,25,10,18.91,40.73,2.3,575.1,0,11.88
2019,10,25,11,19.69,40.16,2.68,590.47,0,12.55
2019,10,25,12,20.17,40.15,2.93,584.5,0,13.04
2019,10,25,13,20.3,41.19,3.2,483.35,0,13.37
2019,10,25,14,20.05,43.23,3.37,343.08,0,13.51
2019,10,25,15,19.26,48.28,3.52,177.23,0,13.59
2019,10,25,16,17.12,66.16,2.54,30.7,0,13.9
2019,10,25,17,14.78,75.19,2.45,0,0,12.61
2019,10,25,18,14.8,73.16,1.97,0,0,12.42
2019,10,25,19,14.98,70.67,1.45,0,0,12.32
2019,10,25,20,15.12,68.85,1.03,0,0,12.26
2019,10,25,21,14.84,69.37,0.97,0,0,12.02
2019,10,25,22,14.12,72,1.13,0,0,11.57
2019,10,25,23,13.59,73.6,1.25,0,0,11.19
2019,10,26,0,13.21,74.52,1.4,0,0,10.88
2019,10,26,1,13.06,74.3,1.64,0,0,10.68
2019,10,26,2,12.65,75.34,1.92,0,0,10.37
2019,10,26,3,12.31,75.62,2.17,0,0,10.06
2019,10,26,4,12.02,75.4,2.37,0,0,9.76
2019,10,26,5,11.71,75.37,2.56,0,0,9.48
2019,10,26,6,11.55,75.25,2.69,18.52,0,9.33
2019,10,26,7,13.19,77.53,2.46,153.98,0,11.23
2019,10,26,8,16.23,61.01,2.71,320.9,0,12.38
2019,10,26,9,18.58,53.92,2.09,470.23,0,13.78
2019,10,26,10,20.33,50.79,1.88,553.45,0,15.04
2019,10,26,11,21.34,48.89,1.86,587.8,0,15.74
2019,10,26,12,21.93,48.19,1.99,557.78,0,16.2
2019,10,26,13,22.12,48.54,2.3,476.67,0,16.43
2019,10,26,14,21.84,50.55,2.78,347.85,0,16.47
2019,10,26,15,20.94,55.43,3.11,178.88,0,16.29
2019,10,26,16,18.5,73.99,2.35,29.17,0,16.14
2019,10,26,17,15.78,85.41,2.51,0,0.01,14.56
2019,10,26,18,15.14,88.87,2.19,0,0.09,14.22
2019,10,26,19,14.97,91.18,1.83,0,0.23,14.25
2019,10,26,20,14.68,93.68,1.67,0,0.36,14.17
2019,10,26,21,14.15,96.58,1.79,0,0.38,13.87
2019,10,26,22,13.58,99.03,2.02,0,0.56,13.49
2019,10,26,23,13.11,100,2.23,0,0.74,13.08
2019,10,27,0,12.77,99.7,2.36,0,0.99,12.71
2019,10,27,1,12.57,98.75,2.42,0,1.08,12.42
2019,10,27,2,12.48,97.57,2.37,0,1.05,12.24
2019,10,27,3,12.41,96.91,2.33,0,0.82,12.12
2019,10,27,4,12.36,96.46,2.28,0,0.66,12.03
2019,10,27,5,12.39,95.72,2.19,0,0.6,12.01
2019,10,27,6,12.51,94.75,2.04,16,0.64,12.05
2019,10,27,7,14.08,90.03,1.73,145.57,0.65,13.23
2019,10,27,8,16.33,78.44,1.43,312.08,0.59,14.39
2019,10,27,9,18.78,69.94,0.77,452.1,0.24,15.93
2019,10,27,10,20.13,65.03,1.73,548.97,0.06,16.69
2019,10,27,11,21.12,61.03,2.31,565.15,0.03,17.17
2019,10,27,12,21.71,58.82,2.68,536.35,0.01,17.46
2019,10,27,13,21.89,58.44,2.89,449.65,0.01,17.59
2019,10,27,14,21.67,59.75,3.05,320.12,0,17.55
2019,10,27,15,20.93,63.39,3.27,160.77,0,17.3
2019,10,27,16,18.95,76.51,2.68,25.88,0,16.83
2019,10,27,17,16.36,90.8,2.59,0,0,15.6
2019,10,27,18,15.57,97.67,2.4,0,0,15.38
2019,10,27,19,15.28,100,2.04,0,0,15.39
2019,10,27,20,15.35,100,1.65,0,0.13,15.48
2019,10,27,21,15.42,100,1.49,0,0.41,15.49
2019,10,27,22,15.2,100,1.6,0,0.46,15.31
2019,10,27,23,14.75,100,1.8,0,0.53,14.99
2019,10,28,0,14.23,100,1.96,0,0.17,14.6
2019,10,28,1,13.77,100,2.15,0,0.09,14.24
2019,10,28,2,13.42,100,2.25,0,0.01,13.88
2019,10,28,3,13.06,100,2.28,0,0,13.49
2019,10,28,4,12.59,100,2.29,0,0,13.02
2019,10,28,5,12.19,100,2.34,0,0,12.58
2019,10,28,6,11.9,100,2.42,10.73,0.05,12.24
2019,10,28,7,13.79,93.38,2.45,79.6,0.04,13.22
2019,10,28,8,15.97,82.7,3.13,157.73,0.02,14.45
2019,10,28,9,18.12,73.45,4.11,233.48,0.01,15.66
2019,10,28,10,19.37,68.54,4.72,264.7,0,16.36
2019,10,28,11,19.97,67.02,5.04,294.12,0,16.78
2019,10,28,12,20.03,66.73,4.95,267.77,0.02,16.82
2019,10,28,13,19.58,68.1,4.49,217.12,0.02,16.54
2019,10,28,14,18.9,71.36,4.02,143.15,0.01,16.25
2019,10,28,15,17.95,78.05,3.16,69.53,0,16.01
2019,10,28,16,16.69,85.25,2.76,11.77,0,15.45
2019,10,28,17,15.85,87.61,2.82,0,0,14.82
2019,10,28,18,15.48,88.4,2.75,0,0,14.54
2019,10,28,19,14.95,89.74,2.69,0,0,14.12
2019,10,28,20,14.37,91.57,2.5,0,0,13.68
2019,10,28,21,13.87,92.93,2.12,0,0,13.29
2019,10,28,22,14,90.97,1.67,0,0,13.25
2019,10,28,23,14.07,89.66,1.42,0,0,13.21
2019,10,29,0,13.88,89.39,1.29,0,0,12.99
2019,10,29,1,13.8,88.56,1.3,0,0.01,12.83
2019,10,29,2,13.73,88.15,1.37,0,0.01,12.72
2019,10,29,3,13.55,88.48,1.51,0,0.01,12.57
2019,10,29,4,13.56,87.63,1.65,0,0.01,12.51
2019,10,29,5,13.5,86.77,1.74,0,0.02,12.37
2019,10,29,6,13.56,84.95,1.74,12.85,0.01,12.26
2019,10,29,7,14.48,83.75,1.55,108.75,0.01,13.09
2019,10,29,8,16.68,71.54,1.57,244.02,0,14.06
2019,10,29,9,18.63,61.89,1.61,366.35,0,14.86
2019,10,29,10,20.48,54.58,1.47,449.67,0,15.71
2019,10,29,11,21.79,49.81,1.33,458.85,0,16.28
2019,10,29,12,22.42,48.03,1.53,447.1,0,16.61
2019,10,29,13,22.45,48.5,1.82,365.77,0,16.71
2019,10,29,14,21.9,50.68,2.04,266.38,0.01,16.52
2019,10,29,15,20.72,58.63,1.92,134.05,0,16.51
2019,10,29,16,18.71,74.9,1.78,20.85,0,16.44
2019,10,29,17,17.45,76.35,1.66,0,0,15.36
2019,10,29,18,17.11,75.04,1.26,0,0,14.87
2019,10,29,19,16.73,75.85,0.95,0,0,14.58
2019,10,29,20,16.49,76.21,0.83,0,0,14.37
2019,10,29,21,16.03,77.82,1,0,0,14.08
2019,10,29,22,15.77,78.35,1.24,0,0,13.87
2019,10,29,23,15.49,78.98,1.37,0,0,13.64
2019,10,30,0,15.27,79.37,1.54,0,0,13.45
2019,10,30,1,14.88,81,1.79,0,0,13.22
2019,10,30,2,14.6,82.65,1.91,0,0,13.1
2019,10,30,3,14.32,83.8,2.01,0,0,12.92
2019,10,30,4,13.94,84.83,2.2,0,0,12.65
2019,10,30,5,13.71,85.11,2.26,0,0,12.46
2019,10,30,6,13.57,85.2,2.21,12.43,0,12.33
2019,10,30,7,14.81,83.84,1.95,124.4,0,13.45
2019,10,30,8,17.52,70.55,2.03,278.3,0,14.81
2019,10,30,9,20.08,59.4,1.05,413.45,0,15.99
2019,10,30,10,21.84,53.72,1.26,502.7,0,16.94
2019,10,30,11,22.74,52.31,1.64,523.05,0,17.58
2019,10,30,12,23.16,51.63,2.15,496.12,0,17.88
2019,10,30,13,23.21,51.72,2.79,413.5,0,17.94
2019,10,30,14,22.95,52.52,3.1,287.65,0,17.8
2019,10,30,15,21.97,57.32,2.99,138.45,0,17.52
2019,10,30,16,19.47,73.42,2.33,18.55,0,17.03
2019,10,30,17,17.44,79.18,2.62,0,0,15.62
2019,10,30,18,16.84,80.16,2.67,0,0,15.12
2019,10,30,19,16.34,80.84,2.76,0,0,14.69
2019,10,30,20,16.03,81.79,2.75,0,0,14.47
2019,10,30,21,15.76,82.89,2.79,0,0,14.3
2019,10,30,22,15.5,83.82,2.78,0,0,14.11
2019,10,30,23,14.75,85.41,2.92,0,0,13.49
2019,10,31,0,14.4,85.52,2.99,0,0,13.17
2019,10,31,1,14.26,84.53,3.01,0,0.03,12.95
2019,10,31,2,14.3,83.13,3.06,0,0.21,12.87
2019,10,31,3,14.32,82.52,3.1,0,2.29,12.84
2019,10,31,4,14.2,83.45,3.23,0,5.37,12.81
2019,10,31,5,14.31,84.11,3.08,0,3.2,12.98
2019,10,31,6,14.29,82.71,2.76,7.68,3.13,12.82
2019,10,31,7,15.53,83.76,2.54,72.28,2.4,14.16
2019,10,31,8,17.97,74.51,2.27,179.07,0.92,15.68
2019,10,31,9,19.45,66.77,1.91,275.02,0.43,16.28
2019,10,31,10,20.72,61.4,1.38,313.05,0.97,16.88
2019,10,31,11,21.37,58.81,1.11,314.23,1.25,17.17
2019,10,31,12,21.4,58.48,1.45,227.35,1.24,17.14
2019,10,31,13,21.37,58.07,1.89,222.98,1.23,17.05
2019,10,31,14,20.9,59.45,2.08,156.12,1.28,16.77
2019,10,31,15,20.35,62.95,2.52,76.93,0.93,16.68
2019,10,31,16,18.47,77.39,2.67,11.8,0.6,16.45
2019,10,31,17,16.27,88.82,2.92,0,0.41,15.34
2019,10,31,18,15.58,94.29,2.84,0,0.32,15.12
2019,10,31,19,15.09,97.79,2.7,0,0.25,14.93
2019,10,31,20,14.76,99.25,2.59,0,0.21,14.71
2019,10,31,21,14.62,99.31,2.41,0,0.18,14.57
2019,10,31,22,14.66,98.01,2.13,0,0.13,14.51
2019,10,31,23,14.66,97.12,1.68,0,0.14,14.43
2019,11,1,0,14.75,95.78,1.2,0,0.11,14.42
2019,11,1,1,14.62,95.25,0.64,0,0.11,14.25
2019,11,1,2,14.23,96.12,0.34,0,0.13,13.92
2019,11,1,3,13.89,97.24,0.86,0,0.12,13.68
2019,11,1,4,13.76,98.43,1.15,0,0.1,13.64
2019,11,1,5,13.69,99.55,1.3,0,0.12,13.65
2019,11,1,6,13.67,100,1.39,10.07,0.14,13.69
2019,11,1,7,14.9,94.99,1.45,92.38,0.13,14.51
2019,11,1,8,16.34,89.8,2,214.52,0.13,15.51
2019,11,1,9,17.37,84.49,2.1,317.95,0.1,16.06
2019,11,1,10,18.87,74.16,1.59,391.1,0.11,16.52
2019,11,1,11,20.38,63.96,1.6,439.9,0.15,16.86
2019,11,1,12,21.02,61.17,1.93,334.98,0.14,17.12
2019,11,1,13,21.33,59.27,2.33,277.05,0.09,17.18
2019,11,1,14,21.21,59.74,2.78,185.88,0.04,17.12
2019,11,1,15,20.72,62.94,2.95,88.07,0.08,17.03
2019,11,1,16,18.87,76.99,2.24,13.4,0.48,16.8
2019,11,1,17,17.61,82.8,2.67,0,0.35,16.13
2019,11,1,18,17.31,86.68,2.86,0,1.01,16.19
2019,11,1,19,16.86,91.44,2.89,0,1.99,16.15
2019,11,1,20,16.31,96.66,2.84,0,4.48,16.04
2019,11,1,21,16.09,99.67,2.65,0,8.63,16.06
2019,11,1,22,15.77,100,2.56,0,5.58,15.92
2019,11,1,23,15.57,100,2.66,0,1.43,15.77
2019,11,2,0,15.32,100,2.73,0,1.17,15.49
2019,11,2,1,14.92,100,2.71,0,0.86,15.02
2019,11,2,2,14.52,99.98,2.76,0,0.36,14.51
2019,11,2,3,14.04,98.93,2.83,0,0.23,13.94
2019,11,2,4,13.63,98.41,2.94,0,0.17,13.51
2019,11,2,5,13.33,98.22,3.13,0,0.14,13.18
2019,11,2,6,13,98.4,3.16,9.45,0.17,12.86
2019,11,2,7,14.1,93.91,3.6,120.68,0.11,13.61
2019,11,2,8,15.89,86.77,4.07,269.77,0.26,14.8
2019,11,2,9,18.01,77.33,4.73,402.05,1.17,16.01
2019,11,2,10,20.28,64.05,5.49,496.58,3.27,16.78
2019,11,2,11,21.63,56.94,5.91,530.9,2.59,17.18
2019,11,2,12,21.97,54.91,6.29,451.8,2.61,17.23
2019,11,2,13,21.85,54.99,6.44,390.17,2.79,17.11
2019,11,2,14,21.49,56.12,6.47,261.05,1.79,16.93
2019,11,2,15,20.71,59.35,6.04,120.95,0.26,16.6
2019,11,2,16,18.82,69.42,4.25,13.1,0.17,15.95
2019,11,2,17,16.61,80.52,3.2,0,0.2,14.91
2019,11,2,18,16.26,83.31,2.67,0,0.93,14.82
2019,11,2,19,16.33,84.97,2.26,0,1.6,15.03
2019,11,2,20,16.35,87.7,2.11,0,2.15,15.28
2019,11,2,21,16.26,88.63,2.49,0,2.04,15.29
2019,11,2,22,15.89,86.92,3.17,0,1.5,14.78
2019,11,2,23,14.86,86.62,3.82,0,1.05,13.72
2019,11,3,0,14.56,86.95,4.27,0,2.26,13.46
2019,11,3,1,14.89,86.22,5.57,0,4.81,13.73
2019,11,3,2,15.08,86.71,6.96,0,4.9,13.96
2019,11,3,3,15.23,84.15,8.04,0,8.01,13.89
2019,11,3,4,14.99,81.91,8.26,0,15.09,13.45
2019,11,3,5,14.72,82.31,8.51,0,6.5,13.23
2019,11,3,6,14.42,82.59,8.89,8,3.86,12.94
2019,11,3,7,14.7,80.31,9.27,80.85,0.44,13.02
2019,11,3,8,15.88,73.56,10.1,196.77,0.45,13.52
2019,11,3,9,17.1,61.22,11.18,290.65,0.52,13.32
2019,11,3,10,17.69,46.07,11.85,352.85,0.02,11.78
2019,11,3,11,17.99,42.41,11.78,453.4,0.01,11.48
2019,11,3,12,18.45,40.94,11.34,502.55,0,11.66
2019,11,3,13,18.73,40.25,10.76,420.17,0,11.79
2019,11,3,14,18.7,40.63,10.16,289.95,0,11.83
2019,11,3,15,18.06,43.59,9.57,136,0,11.73
2019,11,3,16,16.26,50.99,8.66,15.95,0,11.15
2019,11,3,17,14.23,59.89,7.92,0,0,10.36
2019,11,3,18,13.12,65.58,7.22,0,0,9.93
2019,11,3,19,12.2,70.04,6.49,0,0,9.52
2019,11,3,20,11.26,74.69,5.52,0,0.01,9.05
2019,11,3,21,10.58,77.82,4.89,0,0.01,8.67
2019,11,3,22,10.15,79.47,4.46,0,0.01,8.39
2019,11,3,23,10.05,80.49,4.47,0,0.01,8.36
2019,11,4,0,10.17,80.7,4.77,0,0,8.49
2019,11,4,1,9.96,82.07,4.82,0,0,8.42
2019,11,4,2,9.88,82.48,5.22,0,0,8.36
2019,11,4,3,9.81,83.36,5.05,0,0,8.38
2019,11,4,4,9.83,84.79,4.52,0,0.02,8.51
2019,11,4,5,10.07,85.45,4.16,0,0.07,8.81
2019,11,4,6,10.21,86.78,3.87,8.9,0.25,9.07
2019,11,4,7,11.66,82.44,4.07,101.18,0.74,10.13
2019,11,4,8,13.96,74.79,4.91,224.12,0.9,11.7
2019,11,4,9,16.6,68.73,6.85,362.1,0.86,13.7
2019,11,4,10,18.56,63.44,8.77,448.35,0.89,15.03
2019,11,4,11,19.66,58.45,9.75,523.17,0.82,15.48
2019,11,4,12,20.09,55.31,9.87,467.25,0.67,15.48
2019,11,4,13,20.12,54.66,9.71,390.5,0.77,15.41
2019,11,4,14,19.88,55.34,9.39,268.38,0.65,15.27
2019,11,4,15,19.33,57.75,8.39,118.65,0.66,15.06
2019,11,4,16,17.74,65.39,5.98,12.3,1.46,14.45
2019,11,4,17,15.64,75.25,4.48,0,5.17,13.46
2019,11,4,18,14.94,78.98,3.95,0,3.62,13.12
2019,11,4,19,14.68,81.21,3.59,0,3.95,13.07
2019,11,4,20,14.82,82.99,3.49,0,6.26,13.39
2019,11,4,21,15.01,85.31,4.19,0,4.8,13.78
2019,11,4,22,14.76,88.61,4.97,0,1.55,13.83
2019,11,4,23,13.7,93.02,4.49,0,0.83,13.14
2019,11,5,0,12.86,95.99,4.89,0,0.59,12.53
2019,11,5,1,12.12,96.53,5.16,0,0.34,11.83
2019,11,5,2,11.24,96.08,5.44,0,0.29,10.91
2019,11,5,3,10.4,96.12,5.35,0,0.21,10.07
2019,11,5,4,9.89,94.43,5.55,0,0.16,9.44
2019,11,5,5,9.62,92.57,6.07,0,0.11,9.03
2019,11,5,6,9.2,92.07,6.34,6.6,0.09,8.58
2019,11,5,7,9.56,89.53,6.97,108.68,0.04,8.73
2019,11,5,8,11.11,81.23,7.35,262.83,0.04,9.55
2019,11,5,9,13.24,66.76,8.15,404.17,0.07,10.2
2019,11,5,10,14.73,53.87,9.08,509.55,0.5,10.09
2019,11,5,11,15.35,50.51,9.41,523.9,1.36,10.22
2019,11,5,12,15.77,49.23,9.94,492.8,0.41,10.45
2019,11,5,13,16.04,49.14,10.22,371.17,0.21,10.69
2019,11,5,14,15.98,50.01,10.1,248.57,0.11,10.76
2019,11,5,15,15.36,52.58,9.76,116.88,0.03,10.52
2019,11,5,16,14.2,57.93,8.87,12.38,0.01,10.11
2019,11,5,17,13.13,64.3,8.24,0,0.02,9.83
2019,11,5,18,12.76,68.22,8.51,0,0.06,9.9
2019,11,5,19,12.18,73.31,8.28,0,0.1,9.86
2019,11,5,20,11.36,79.38,7.87,0,0.04,9.63
2019,11,5,21,10.58,84.39,7.34,0,0.03,9.31
2019,11,5,22,10.03,86.84,7,0,0.05,8.96
